Matrix name, Dimension, nnz, MaxNonzerosPerRow, MinNonzerosPerRow, AvgNonzerosPerRow, AbsoluteNonZeroSum, symmetricity, AvgDiagDist, NonZeroPatternSymmetryV1, Trace, AbsoluteTrace, OneNorm, InfinityNorm, FrobeniusNorm, SymmetricInfinityNorm, SymmetricFrobeniusNorm, AntiSymmetricInfinityNorm, AntiSymmetricFrobeniusNorm, DiagonalAverage, RowDiagonalDominance, ColDiagonalDominance, RowVariance, ColumnVariance, lowerBandwidth, upperBandwidth, DiagonalMean, DiagonalSign," DiagonalNonZeros 
",Filename, Dimension, True largest Eigen Value, Eigen Value from Power method, Absolute Error, Relative Error for largest Eigen Value, True smallest Eigen Value, Smallest eigen value from double power method, Relative error for smallest Eigen value, Condn No. from lamda_max/lamda_min, True Condn no. (condest(A 2)), condest(A 1), cond(A 2), cond(A 1), Relative error for condition no.," Symmetric? 
"
orsreg_1.mat,2205,14133,7,4,6.409524,60515278.87,0,115.75,1,-30262952.44,30262952.44,36071.6667,33998.3334,854421.6805,30863.33335,832959.4146,5254.391958,190302.448,13724.69499,0,0,115.409862,252395.9347,441,441,-13724.69499,-2,"2205
",orsreg_1.mat,2205,-27461.01518,-27639.3725,178.357315,0.006495,27458.42727,-35.597171,0.998704,776.448577,15394.36663,15394.36663,15394.36663,15394.36663,9.50E-01,"0
"
oscil_dcop_01.mat,430,1544,13,1,3.590698,26234182.76,0,6.666667,0,13055742.32,13055742.32,2004014.563,2004014.563,4138864.979,2004014.563,4138783.628,15146.2766,25949.81527,30362.19143,0,0,1.004131,1.326076,329,202,30362.19143,-1,"366
",oscil_dcop_01.mat,430,2001004.645,2000001.854,1002.790941,0.000501,300000.5944,0.598101,0.999998,3343920.189,1.56E+13,1.56E+13,1.56E+13,1.56E+13,1.00E+00,"0
"
oscil_dcop_02.mat,430,1544,13,1,3.590698,26290620.83,0,6.666667,0,13056688.84,13056688.84,2004013.149,2004013.149,4138935.219,2004013.149,4138818.641,15146.2766,31064.49091,30364.39264,0,0,1.003934,1.326076,329,202,30364.39264,-1,"366
",oscil_dcop_02.mat,430,2001004.291,2000001.854,1002.437039,0.000501,300000.4855,-12719.31872,0.957602,157.241272,5.26E+12,5.26E+12,5.26E+12,5.26E+12,1.00E+00,"0
"
oscil_dcop_03.mat,430,1544,13,1,3.590698,26248505.49,0,6.666667,0,13056024.9,13056024.9,2004013.149,2004013.149,4138878.146,2004013.149,4138790.043,15146.2766,27005.39517,30362.84861,0,0,1.003919,1.326076,329,202,30362.84861,-1,"366
",oscil_dcop_03.mat,430,2001004.291,2000001.854,1002.437034,0.000501,300000.4765,-0.267405,0.999999,7479289.103,1.20E+12,1.20E+12,1.20E+12,1.20E+12,1.00E+00,"0
"
oscil_dcop_04.mat,430,1544,13,1,3.590698,26313747.72,0,6.666667,0,13055829.43,13055829.43,2004013.149,2004013.149,4138981.928,2004013.149,4138841.921,15146.2766,34043.33049,30362.39403,0,0,1.003919,1.326076,329,202,30362.39403,-1,"366
",oscil_dcop_04.mat,430,2001004.291,2001004.291,0.000571,0,300000.4765,-1.153905,0.999996,1734115.478,1.36E+13,1.36E+13,1.36E+13,1.36E+13,1.00E+00,"0
"
oscil_dcop_05.mat,430,1544,13,1,3.590698,26305204.8,0,6.666667,0,13055855.8,13055855.8,2004013.149,2004013.149,4138964.617,2004013.149,4138833.264,15146.2766,32974.51045,30362.45535,0,0,1.003919,1.326076,329,202,30362.45535,-1,"366
",oscil_dcop_05.mat,430,2001004.291,2001004.292,0.000588,0,300000.4765,1.066969,0.999996,1875410.805,2.91E+13,2.91E+13,2.91E+13,2.91E+13,1.00E+00,"0
"
oscil_dcop_06.mat,430,1544,13,1,3.590698,26233061.45,0,6.666667,0,13057166.02,13057166.02,2004013.149,2004013.149,4138861.294,2004013.149,4138781.742,15146.2766,25661.33411,30365.50237,0,0,1.003919,1.326076,329,202,30365.50237,-1,"366
",oscil_dcop_06.mat,430,2001004.291,2001004.292,0.0009,0,300000.4765,1566.115896,0.99478,1277.68596,1.90E+20,1.90E+20,1.90E+20,1.90E+20,1.00E+00,"0
"
oscil_dcop_07.mat,430,1544,13,1,3.590698,26231154.43,0,6.666667,0,13056218.61,13056218.61,2004013.635,2004013.635,4138861.359,2004013.635,4138781.733,15146.2766,25673.25164,30363.29908,0,0,1.003919,1.326076,329,202,30363.29908,-1,"366
",oscil_dcop_07.mat,430,2001004.413,2001004.413,0.000093,0,300000.4765,449.683924,0.998501,4449.80197,3.56E+16,3.56E+16,3.56E+16,3.56E+16,1.00E+00,"0
"
oscil_dcop_08.mat,430,1544,13,1,3.590698,26231141.24,0,6.666667,0,13055860.7,13055860.7,2004013.149,2004013.149,4138861.835,2004013.149,4138781.879,15146.2766,25726.37516,30362.46674,0,0,1.003919,1.326076,329,202,30362.46674,-1,"366
",oscil_dcop_08.mat,430,2001004.291,2001004.291,0.000106,0,300000.4765,242.696976,0.999191,8244.867002,2.49E+14,2.49E+14,2.49E+14,2.49E+14,1.00E+00,"0
"
oscil_dcop_09.mat,430,1544,13,1,3.590698,26232565.57,0,6.666667,0,13055728.01,13055728.01,2004013.149,2004013.149,4138863.266,2004013.149,4138782.583,15146.2766,25843.02035,30362.15816,0,0,1.003919,1.326076,329,202,30362.15816,-1,"366
",oscil_dcop_09.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,906.662598,0.996978,2205.894296,2.32E+12,2.32E+12,2.32E+12,2.32E+12,1.00E+00,"0
"
oscil_dcop_10.mat,430,1544,13,1,3.590698,26233737.37,0,6.666667,0,13055679.33,13055679.33,2004013.149,2004013.149,4138864.367,2004013.149,4138783.13,15146.2766,25931.73618,30362.04495,0,0,1.003919,1.326076,329,202,30362.04495,-1,"366
",oscil_dcop_10.mat,430,2001004.291,2001004.292,0.000758,0,300000.4765,3.050188,0.99999,656026.4684,3.47E+11,3.47E+11,3.47E+11,3.47E+11,1.00E+00,"0
"
oscil_dcop_11.mat,430,1544,13,1,3.590698,26233877.19,0,6.666667,0,13055664.04,13055664.04,2004013.149,2004013.149,4138864.517,2004013.149,4138783.203,15146.2766,25943.88901,30362.00941,0,0,1.003919,1.326076,329,202,30362.00941,-1,"366
",oscil_dcop_11.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,923.796933,0.996921,2164.979968,2.52E+11,2.52E+11,2.52E+11,2.52E+11,1.00E+00,"0
"
oscil_dcop_12.mat,430,1544,13,1,3.590698,26233981.51,0,6.666667,0,13055692.27,13055692.27,2004013.149,2004013.149,4138864.541,2004013.149,4138783.219,15146.2766,25945.26102,30362.07505,0,0,1.003919,1.326076,329,202,30362.07505,-1,"366
",oscil_dcop_12.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,860.544297,0.997132,2324.112612,5.99E+11,5.99E+11,5.99E+11,5.99E+11,1.00E+00,"0
"
oscil_dcop_13.mat,430,1544,13,1,3.590698,26233872.55,0,6.666667,0,13055672.02,13055672.02,2004013.149,2004013.149,4138864.491,2004013.149,4138783.192,15146.2766,25941.65999,30362.02796,0,0,1.003919,1.326076,329,202,30362.02796,-1,"366
",oscil_dcop_13.mat,430,2001004.291,2001004.29,0.000885,0,300000.4765,587.375173,0.998042,3406.688575,1.72E+12,1.72E+12,1.72E+12,1.72E+12,1.00E+00,"0
"
oscil_dcop_14.mat,430,1544,13,1,3.590698,26233624.25,0,6.666667,0,13055663,13055663,2004013.149,2004013.149,4138864.295,2004013.149,4138783.092,15146.2766,25926.14447,30362.00698,0,0,1.003919,1.326076,329,202,30362.00698,-1,"366
",oscil_dcop_14.mat,430,2001004.291,2001004.292,0.000715,0,300000.4765,-1956.272548,0.993479,1022.865804,5.24E+12,5.24E+12,5.24E+12,5.24E+12,1.00E+00,"0
"
oscil_dcop_15.mat,430,1544,13,1,3.590698,26232718.17,0,6.666667,0,13055659.74,13055659.74,2004013.149,2004013.149,4138863.519,2004013.149,4138782.704,15146.2766,25864.219,30361.9994,0,0,1.003919,1.326076,329,202,30361.9994,-1,"366
",oscil_dcop_15.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,580.865624,0.998064,3443.140324,1.71E+13,1.71E+13,1.71E+13,1.71E+13,1.00E+00,"0
"
oscil_dcop_16.mat,430,1544,13,1,3.590698,26232793.61,0,6.666667,0,13055659.8,13055659.8,2004013.149,2004013.149,4138863.582,2004013.149,4138782.736,15146.2766,25869.32008,30361.99953,0,0,1.003919,1.326076,329,202,30361.99953,-1,"366
",oscil_dcop_16.mat,430,2001004.291,2001004.291,0.000166,0,300000.4765,14.438234,0.999952,138590.6528,8.60E+13,8.60E+13,8.60E+13,8.60E+13,1.00E+00,"0
"
oscil_dcop_17.mat,430,1544,13,1,3.590698,26231450.34,0,6.666667,0,13055660.61,13055660.61,2004013.149,2004013.149,4138862.476,2004013.149,4138782.182,15146.2766,25780.71156,30362.00142,0,0,1.003919,1.326076,329,202,30362.00142,-1,"366
",oscil_dcop_17.mat,430,2001004.291,2001004.292,0.000646,0,300000.4765,-16906.29006,0.943646,118.358569,2.22E+14,2.22E+14,2.22E+14,2.22E+14,1.00E+00,"0
"
oscil_dcop_18.mat,430,1544,13,1,3.590698,26230425.09,0,6.666667,0,13055693.15,13055693.15,2004013.472,2004013.472,4138861.573,2004013.472,4138781.754,15146.2766,25704.28542,30362.07709,0,0,1.003919,1.326076,329,202,30362.07709,-1,"366
",oscil_dcop_18.mat,430,2001004.372,2000001.854,1002.517814,0.000501,300000.4765,672.873021,0.997757,2972.331765,1.91E+16,1.91E+16,1.91E+16,1.91E+16,1.00E+00,"0
"
oscil_dcop_19.mat,430,1544,13,1,3.590698,26233695.31,0,6.666667,0,13055671.23,13055671.23,2004013.149,2004013.149,4138864.337,2004013.149,4138783.114,15146.2766,25929.3786,30362.02612,0,0,1.003919,1.326076,329,202,30362.02612,-1,"366
",oscil_dcop_19.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,655.367858,0.997815,3051.724051,3.20E+15,3.20E+15,3.20E+15,3.20E+15,1.00E+00,"0
"
oscil_dcop_20.mat,430,1544,13,1,3.590698,26233919.4,0,6.666667,0,13055662.57,13055662.57,2004013.149,2004013.149,4138864.554,2004013.149,4138783.222,15146.2766,25946.84755,30362.00598,0,0,1.003919,1.326076,329,202,30362.00598,-1,"366
",oscil_dcop_20.mat,430,2001004.291,2001004.293,0.001434,0,300000.4765,0.710995,0.999998,2814370.832,6.57E+15,6.57E+15,6.57E+15,6.57E+15,1.00E+00,"0
"
oscil_dcop_21.mat,430,1544,13,1,3.590698,26233872.05,0,6.666667,0,13055661.3,13055661.3,2004013.149,2004013.149,4138864.516,2004013.149,4138783.203,15146.2766,25943.8463,30362.00303,0,0,1.003919,1.326076,329,202,30362.00303,-1,"366
",oscil_dcop_21.mat,430,2001004.291,2001004.278,0.013498,0,300000.4765,358.788707,0.998804,5577.110536,2.93E+14,2.93E+14,2.93E+14,2.93E+14,1.00E+00,"0
"
oscil_dcop_22.mat,430,1544,13,1,3.590698,26233916.88,0,6.666667,0,13055659.57,13055659.57,2004013.149,2004013.149,4138864.559,2004013.149,4138783.224,15146.2766,25947.27326,30361.999,0,0,1.003919,1.326076,329,202,30361.999,-1,"366
",oscil_dcop_22.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,3.463533,0.999988,577445.5695,6.24E+15,6.24E+15,6.24E+15,6.24E+15,1.00E+00,"0
"
oscil_dcop_23.mat,430,1544,13,1,3.590698,26233450.45,0,6.666667,0,13055660.27,13055660.27,2004013.149,2004013.149,4138864.149,2004013.149,4138783.019,15146.2766,25914.56582,30362.00063,0,0,1.003919,1.326076,329,202,30362.00063,-1,"366
",oscil_dcop_23.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,529.07259,0.998236,3780.203114,2.28E+19,2.28E+19,2.28E+19,2.28E+19,1.00E+00,"0
"
oscil_dcop_24.mat,430,1544,13,1,3.590698,26233931.38,0,6.666667,0,13055658.14,13055658.14,2004013.149,2004013.149,4138864.574,2004013.149,4138783.231,15146.2766,25948.54831,30361.99568,0,0,1.003919,1.326076,329,202,30361.99568,-1,"366
",oscil_dcop_24.mat,430,2001004.291,2001004.291,0.000104,0,300000.4765,574.002001,0.998087,3486.05804,7.05E+19,7.05E+19,7.05E+19,7.05E+19,1.00E+00,"0
"
oscil_dcop_25.mat,430,1544,13,1,3.590698,26233941.75,0,6.666667,0,13055657.4,13055657.4,2004013.149,2004013.149,4138864.586,2004013.149,4138783.237,15146.2766,25949.46891,30361.99394,0,0,1.003919,1.326076,329,202,30361.99394,-1,"366
",oscil_dcop_25.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,-982.376293,0.996725,2035.881635,2.33E+14,2.33E+14,2.33E+14,2.33E+14,1.00E+00,"0
"
oscil_dcop_26.mat,430,1544,13,1,3.590698,26233947.18,0,6.666667,0,13055657.61,13055657.61,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81455,30361.99445,0,0,1.003919,1.326076,329,202,30361.99445,-1,"366
",oscil_dcop_26.mat,430,2001004.291,2001004.291,0.000412,0,300000.4765,44.075163,0.999853,45399.816,4.81E+14,4.81E+14,4.81E+14,4.81E+14,1.00E+00,"0
"
oscil_dcop_27.mat,430,1544,13,1,3.590698,26233882.1,0,6.666667,0,13055657.23,13055657.23,2004013.149,2004013.149,4138864.534,2004013.149,4138783.211,15146.2766,25945.33983,30361.99357,0,0,1.003919,1.326076,329,202,30361.99357,-1,"366
",oscil_dcop_27.mat,430,2001004.291,2001004.29,0.00065,0,300000.4765,-0.40984,0.999999,4882403.147,1.00E+15,1.00E+15,1.00E+15,1.00E+15,1.00E+00,"0
"
oscil_dcop_28.mat,430,1544,13,1,3.590698,26233906.21,0,6.666667,0,13055657.04,13055657.04,2004013.149,2004013.149,4138864.555,2004013.149,4138783.222,15146.2766,25947.06815,30361.99312,0,0,1.003919,1.326076,329,202,30361.99312,-1,"366
",oscil_dcop_28.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,0.449981,0.999999,4444633.021,3.78E+26,3.78E+26,3.78E+26,3.78E+26,1.00E+00,"0
"
oscil_dcop_29.mat,430,1544,13,1,3.590698,26233927.92,0,6.666667,0,13055656.96,13055656.96,2004013.149,2004013.149,4138864.575,2004013.149,4138783.232,15146.2766,25948.60524,30361.99293,0,0,1.003919,1.326076,329,202,30361.99293,-1,"366
",oscil_dcop_29.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,392.312296,0.998692,5097.984111,2.17E+26,2.17E+26,2.17E+26,2.17E+26,1.00E+00,"0
"
oscil_dcop_30.mat,430,1544,13,1,3.590698,26233938.72,0,6.666667,0,13055656.92,13055656.92,2004013.149,2004013.149,4138864.584,2004013.149,4138783.236,15146.2766,25949.36946,30361.99284,0,0,1.003919,1.326076,329,202,30361.99284,-1,"366
",oscil_dcop_30.mat,430,2001004.291,2001004.291,0.000038,0,300000.4765,-2.384656,0.999992,839116.622,7.36E+26,7.36E+26,7.36E+26,7.36E+26,1.00E+00,"0
"
oscil_dcop_31.mat,430,1544,13,1,3.590698,26233943.47,0,6.666667,0,13055656.9,13055656.9,2004013.149,2004013.149,4138864.589,2004013.149,4138783.238,15146.2766,25949.70567,30361.9928,0,0,1.003919,1.326076,329,202,30361.9928,-1,"366
",oscil_dcop_31.mat,430,2001004.291,2001004.293,0.002323,0,300000.4765,3.952232,0.999987,506297.2171,9.05E+19,9.05E+19,9.05E+19,9.05E+19,1.00E+00,"0
"
oscil_dcop_32.mat,430,1544,13,1,3.590698,26233944.91,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.80793,30361.99278,0,0,1.003919,1.326076,329,202,30361.99278,-1,"366
",oscil_dcop_32.mat,430,2001004.291,2001004.292,0.000453,0,300000.4765,398.065508,0.998673,5026.821594,2.88E+17,2.88E+17,2.88E+17,2.88E+17,1.00E+00,"0
"
oscil_dcop_33.mat,430,1544,13,1,3.590698,26233945.01,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81539,30361.99277,0,0,1.003919,1.326076,329,202,30361.99277,-1,"366
",oscil_dcop_33.mat,430,2001004.291,2001004.292,0.000653,0,300000.4765,10.70839,0.999964,186863.2306,2.88E+17,2.88E+17,2.88E+17,2.88E+17,1.00E+00,"0
"
oscil_dcop_34.mat,430,1544,13,1,3.590698,26233945,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81469,30361.99277,0,0,1.003919,1.326076,329,202,30361.99277,-1,"366
",oscil_dcop_34.mat,430,2001004.291,2001004.291,0.000303,0,300000.4765,0.01388,1,144164052.1,2.88E+17,2.88E+17,2.88E+17,2.88E+17,1.00E+00,"0
"
oscil_dcop_35.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81455,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_35.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,0.020287,1,98583989.95,2.88E+17,2.88E+17,2.88E+17,2.88E+17,1.00E+00,"0
"
oscil_dcop_36.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_36.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,2.028037,0.999993,986176.2993,2.88E+17,2.88E+17,2.88E+17,2.88E+17,1.00E+00,"0
"
oscil_dcop_37.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_37.mat,430,2001004.291,2001004.292,0.000657,0,300000.4765,531.736689,0.998228,3763.148817,2.88E+17,2.88E+17,2.88E+17,2.88E+17,1.00E+00,"0
"
oscil_dcop_38.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_38.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,-1675.644696,0.994415,1193.57156,2.88E+17,2.88E+17,2.88E+17,2.88E+17,1.00E+00,"0
"
oscil_dcop_39.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_39.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,271.899425,0.999094,7355.667845,5.30E+18,5.29E+18,5.30E+18,5.30E+18,1.00E+00,"0
"
oscil_dcop_40.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_40.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,0.074732,1,26762249.63,2.34E+20,2.34E+20,2.34E+20,2.34E+20,1.00E+00,"0
"
oscil_dcop_41.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_41.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,1.428571,0.999995,1400001.298,2.31E+20,2.31E+20,2.31E+20,2.31E+20,1.00E+00,"0
"
oscil_dcop_42.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_42.mat,430,2001004.291,2001004.291,0.000053,0,300000.4765,-466.19078,0.998446,4292.243386,4.43E+20,4.43E+20,4.43E+20,4.43E+20,1.00E+00,"0
"
oscil_dcop_43.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_43.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,0.604098,0.999998,3310725.214,4.15E+20,4.15E+20,4.15E+20,4.15E+20,1.00E+00,"0
"
oscil_dcop_44.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_44.mat,430,2001004.291,2001004.29,0.001248,0,300000.4765,0.922204,0.999997,2169805.578,2.35E+20,2.35E+20,2.35E+20,2.35E+20,1.00E+00,"0
"
oscil_dcop_45.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_45.mat,430,2001004.291,2001004.292,0.00069,0,300000.4765,6.614892,0.999978,302499.9213,3.20E+19,3.20E+19,3.20E+19,3.20E+19,1.00E+00,"0
"
oscil_dcop_46.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_46.mat,430,2001004.291,2001004.289,0.002234,0,300000.4765,0.402484,0.999999,4971636.196,4.66E+20,4.66E+20,4.66E+20,4.66E+20,1.00E+00,"0
"
oscil_dcop_47.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_47.mat,430,2001004.291,2001004.292,0.000867,0,300000.4765,-0.386648,0.999999,5175264.266,8.14E+19,7.44E+19,7.59E+19,7.59E+19,1.00E+00,"0
"
oscil_dcop_48.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_48.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,0,1,3.24E+13,1.15E+20,1.14E+20,1.15E+20,1.15E+20,1.00E+00,"0
"
oscil_dcop_49.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_49.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,-0.685636,0.999998,2917001.042,8.24E+19,8.24E+19,8.01E+19,8.24E+19,1.00E+00,"0
"
oscil_dcop_50.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_50.mat,430,2001004.291,2001004.291,0.000207,0,300000.4765,8.786746,0.999971,227729.8391,7.89E+19,8.03E+19,8.03E+19,8.03E+19,1.00E+00,"0
"
oscil_dcop_51.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_51.mat,430,2001004.291,2001004.291,0.000289,0,300000.4765,223.102846,0.999256,8968.976983,7.89E+19,7.89E+19,7.89E+19,7.86E+19,1.00E+00,"0
"
oscil_dcop_52.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_52.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,623.139453,0.997923,3209.55742,8.03E+19,8.03E+19,8.03E+19,7.94E+19,1.00E+00,"0
"
oscil_dcop_53.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_53.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,-0.690752,0.999998,2895396.582,7.90E+19,8.00E+19,8.00E+19,8.00E+19,1.00E+00,"0
"
oscil_dcop_54.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_54.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,-2867.732876,0.990441,697.415673,7.79E+19,7.92E+19,7.79E+19,7.92E+19,1.00E+00,"0
"
oscil_dcop_55.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_55.mat,430,2001004.291,2001004.291,0.000445,0,300000.4765,0.211629,0.999999,9455259.042,7.96E+19,7.96E+19,7.82E+19,7.96E+19,1.00E+00,"0
"
oscil_dcop_56.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_56.mat,430,2001004.291,2001004.291,0.000256,0,300000.4765,317.437407,0.998942,6303.618436,8.08E+19,8.08E+19,8.08E+19,8.08E+19,1.00E+00,"0
"
oscil_dcop_57.mat,430,1544,13,1,3.590698,26233944.99,0,6.666667,0,13055656.89,13055656.89,2004013.149,2004013.149,4138864.59,2004013.149,4138783.239,15146.2766,25949.81453,30361.99276,0,0,1.003919,1.326076,329,202,30361.99276,-1,"366
",oscil_dcop_57.mat,430,2001004.291,2000001.854,1002.437033,0.000501,300000.4765,414.202527,0.998619,4828.560239,8.02E+19,8.02E+19,7.75E+19,8.02E+19,1.00E+00,"0
"
